Year,Senator,State,Party,Age
1910,Murphy J. Foster,Louisiana,Democratic,61
1910,Robert J. Gamble,South Dakota,Republican,59
1910,Joseph W. Bailey,Texas,Democratic,48
1910,Moses E. Clapp,Minnesota,Republican,59
1910,Furnifold M. Simmons,North Carolina,Democratic,56
1910,Weldon Brinton Heyburn,Idaho,Republican,58
1910,James P. Clarke,Arkansas,Democratic,56
1910,Francis G. Newlands,Nevada,Democratic,64
1910,William J. Stone,Missouri,Democratic,62
1910,Lee Slater Overman,North Carolina,Democratic,56
1910,Reed Smoot,Utah,Republican,48
1910,Charles W. F. Dick,Ohio,Republican,52
1910,Winthrop Murray Crane,Massachusetts,Republican,57
1910,James B. Frazier,Tennessee,Democratic,54
1910,Frank P. Flint,California,Republican,48
1910,Elmer Burkett,Nebraska,Republican,43
1910,Samuel H. Piles,Washington,Republican,52
1910,William Warner,Missouri,Republican,70
1910,Morgan G. Bulkeley,Connecticut,Republican,73
1910,Isidor Rayner,Maryland,Democratic,60
1910,George S. Nixon,Nevada,Republican,50
1910,George Sutherland,Utah,Republican,48
1910,Frank B. Brandegee,Connecticut,Republican,46
1910,Robert M. La Follette,Wisconsin,Republican,55
1910,Robert Love Taylor,Tennessee,Democratic,60
1910,Joseph M. Dixon,Montana,Republican,43
1910,Thomas H. Paynter,Kentucky,Democratic,59
1910,Charles Curtis,Kansas,Republican,50
1910,Norris Brown,Nebraska,Republican,47
1910,Frank O. Briggs,New Jersey,Republican,59
1910,Harry A. Richardson,Delaware,Republican,57
1910,Simon Guggenheim,Colorado,Republican,43
1910,Jeff Davis,Arkansas,Democratic,48
1910,Jonathan Bourne Jr.,Oregon,Republican,55
1910,Joseph F. Johnston,Alabama,Democratic,67
1910,Isaac Stephenson,Wisconsin,Republican,81
1910,Frederick W. Mulkey,Oregon,Republican,36
1910,William Alden Smith,Michigan,Republican,51
1910,John H. Bankhead,Alabama,Democratic,68
1910,Thomas Gore,Oklahoma,Democratic,40
1910,Robert L. Owen,Oklahoma,Democratic,54
1910,William E. Borah,Idaho,Republican,45
1910,John Walter Smith,Maryland,Democratic,65
1910,Carroll S. Page,Vermont,Republican,67
1910,Albert B. Cummins,Iowa,Republican,60
1910,James Gordon,Mississippi,Democratic,77
1910,Fountain L. Thompson,North Dakota,Democratic,56
1910,Charles J. Hughes Jr.,Colorado,Democratic,57
1910,William Lorimer,Illinois,Republican,49
1910,William O. Bradley,Kentucky,Republican,63
1910,Theodore E. Burton,Ohio,Republican,59
1910,Elihu Root,New York,Republican,65
1910,Coe I. Crawford,South Dakota,Republican,52
1910,Joseph L. Bristow,Kansas,Republican,49
1910,Benjamin F. Shively,Indiana,Democratic,53
1910,George T. Oliver,Pennsylvania,Republican,62
1910,George E. Chamberlain,Oregon,Democratic,56
1910,Wesley L. Jones,Washington,Republican,47
1910,Duncan U. Fletcher,Florida,Democratic,51
1910,Ellison D. Smith,South Carolina,Democratic,46
1910,William E. Purcell,North Dakota,Democratic,54
1910,Lafayette Young,Iowa,Republican,62
1910,Joseph M. Terrell,Georgia,Democratic,49
1910,Le Roy Percy,Mississippi,Democratic,50
1910,John R. Thornton,Louisiana,Democratic,64
1910,Claude A. Swanson,Virginia,Democratic,48
1911,William P. Frye,Maine,Republican,81
1911,Eugene Hale,Maine,Republican,75
1911,Nelson W. Aldrich,Rhode Island,Republican,70
1911,Shelby Moore Cullom,Illinois,Republican,82
1911,Jacob H. Gallinger,New Hampshire,Republican,74
1911,George C. Perkins,California,Republican,72
1911,Henry Cabot Lodge,Massachusetts,Republican,61
1911,Julius C. Burrows,Michigan,Republican,74
1911,Stephen Benton Elkins,West Virginia,Republican,70
1911,Augustus O. Bacon,Georgia,Democratic,72
1911,Clarence D. Clark,Wyoming,Republican,60
1911,Benjamin Tillman,South Carolina,Democratic,64
1911,Thomas S. Martin,Virginia,Democratic,64
1911,Knute Nelson,Minnesota,Republican,68
1911,Hernando Money,Mississippi,Democratic,72
1911,Boies Penrose,Pennsylvania,Republican,51
1911,Albert J. Beveridge,Indiana,Republican,49
1911,Nathan B. Scott,West Virginia,Republican,69
1911,John Kean,New Jersey,Republican,59
1911,James Taliaferro,Florida,Democratic,64
1911,Chauncey Depew,New York,Republican,77
1911,Charles Allen Culberson,Texas,Democratic,56
1911,Porter J. McCumber,North Dakota,Republican,53
1911,William P. Dillingham,Vermont,Republican,68
1911,Henry E. Burnham,New Hampshire,Republican,67
1911,Murphy J. Foster,Louisiana,Democratic,62
1911,Robert J. Gamble,South Dakota,Republican,60
1911,Joseph W. Bailey,Texas,Democratic,49
1911,Moses E. Clapp,Minnesota,Republican,60
1911,Furnifold M. Simmons,North Carolina,Democratic,57
1911,Weldon Brinton Heyburn,Idaho,Republican,59
1911,James P. Clarke,Arkansas,Democratic,57
1911,Francis G. Newlands,Nevada,Democratic,65
1911,William J. Stone,Missouri,Democratic,63
1911,Lee Slater Overman,North Carolina,Democratic,57
1911,Reed Smoot,Utah,Republican,49
1911,Charles W. F. Dick,Ohio,Republican,53
1911,Winthrop Murray Crane,Massachusetts,Republican,58
1911,James B. Frazier,Tennessee,Democratic,55
1911,Frank P. Flint,California,Republican,49
1911,Elmer Burkett,Nebraska,Republican,44
1911,Samuel H. Piles,Washington,Republican,53
1911,William Warner,Missouri,Republican,71
1911,Morgan G. Bulkeley,Connecticut,Republican,74
1911,Isidor Rayner,Maryland,Democratic,61
1911,George S. Nixon,Nevada,Republican,51
1911,George Sutherland,Utah,Republican,49
1911,Frank B. Brandegee,Connecticut,Republican,47
1911,Robert M. La Follette,Wisconsin,Republican,56
1911,Robert Love Taylor,Tennessee,Democratic,61
1911,Joseph M. Dixon,Montana,Republican,44
1911,Thomas H. Paynter,Kentucky,Democratic,60
1911,Charles Curtis,Kansas,Republican,51
1911,Norris Brown,Nebraska,Republican,48
1911,Frank O. Briggs,New Jersey,Republican,60
1911,Harry A. Richardson,Delaware,Republican,58
1911,Simon Guggenheim,Colorado,Republican,44
1911,Jeff Davis,Arkansas,Democratic,49
1911,Jonathan Bourne Jr.,Oregon,Republican,56
1911,Joseph F. Johnston,Alabama,Democratic,68
1911,Isaac Stephenson,Wisconsin,Republican,82
1911,Frederick W. Mulkey,Oregon,Republican,37
1911,William Alden Smith,Michigan,Republican,52
1911,John H. Bankhead,Alabama,Democratic,69
1911,Thomas Gore,Oklahoma,Democratic,41
1911,Robert L. Owen,Oklahoma,Democratic,55
1911,William E. Borah,Idaho,Republican,46
1911,John Walter Smith,Maryland,Democratic,66
1911,Carroll S. Page,Vermont,Republican,68
1911,Albert B. Cummins,Iowa,Republican,61
1911,Charles J. Hughes Jr.,Colorado,Democratic,58
1911,William Lorimer,Illinois,Republican,50
1911,William O. Bradley,Kentucky,Republican,64
1911,Theodore E. Burton,Ohio,Republican,60
1911,Elihu Root,New York,Republican,66
1911,Coe I. Crawford,South Dakota,Republican,53
1911,Joseph L. Bristow,Kansas,Republican,50
1911,Benjamin F. Shively,Indiana,Democratic,54
1911,George T. Oliver,Pennsylvania,Republican,63
1911,George E. Chamberlain,Oregon,Democratic,57
1911,Wesley L. Jones,Washington,Republican,48
1911,Duncan U. Fletcher,Florida,Democratic,52
1911,Ellison D. Smith,South Carolina,Democratic,47
1911,William E. Purcell,North Dakota,Democratic,55
1911,Lafayette Young,Iowa,Republican,63
1911,Joseph M. Terrell,Georgia,Democratic,50
1911,Le Roy Percy,Mississippi,Democratic,51
1911,John R. Thornton,Louisiana,Democratic,65
1911,Claude A. Swanson,Virginia,Democratic,49
1911,Davis Elkins,West Virginia,Republican,35
1911,Obadiah Gardner,Maine,Democratic,59
1911,Clarence W. Watson,West Virginia,Democratic,47
1911,Miles Poindexter,Washington,Republican,43
1911,Charles F. Johnson,Maine,Democratic,52
1911,John D. Works,California,Republican,64
1911,James Aloysius O'Gorman,New York,Democratic,51
1911,John W. Kern,Indiana,Democratic,62
1911,William E. Chilton,West Virginia,Democratic,53
1911,Luke Lea,Tennessee,Democratic,32
1911,Nathan P. Bryan,Florida,Democratic,39
1911,Henry F. Lippitt,Rhode Island,Republican,55
1911,James Edgar Martine,New Jersey,Democratic,61
1911,M. Hoke Smith,Georgia,Democratic,56
1911,Asle Gronna,North Dakota,Republican,53
1911,William S. Kenyon,Iowa,Republican,42
1911,John Sharp Williams,Mississippi,Democratic,57
1911,Henry L. Myers,Montana,Democratic,49
1911,Charles E. Townsend,Michigan,Republican,55
1911,Gilbert Hitchcock,Nebraska,Democratic,52
1911,Atlee Pomerene,Ohio,Democratic,48
1911,James A. Reed,Missouri,Democratic,50
1911,George P. McLean,Connecticut,Republican,54
1912,Shelby Moore Cullom,Illinois,Republican,83
1912,Jacob H. Gallinger,New Hampshire,Republican,75
1912,George C. Perkins,California,Republican,73
1912,Henry Cabot Lodge,Massachusetts,Republican,62
1912,Augustus O. Bacon,Georgia,Democratic,73
1912,Clarence D. Clark,Wyoming,Republican,61
1912,Benjamin Tillman,South Carolina,Democratic,65
1912,Thomas S. Martin,Virginia,Democratic,65
1912,Knute Nelson,Minnesota,Republican,69
1912,Boies Penrose,Pennsylvania,Republican,52
1912,Charles Allen Culberson,Texas,Democratic,57
1912,Porter J. McCumber,North Dakota,Republican,54
1912,William P. Dillingham,Vermont,Republican,69
1912,Henry E. Burnham,New Hampshire,Republican,68
1912,Murphy J. Foster,Louisiana,Democratic,63
1912,Robert J. Gamble,South Dakota,Republican,61
1912,Joseph W. Bailey,Texas,Democratic,50
1912,Moses E. Clapp,Minnesota,Republican,61
1912,Furnifold M. Simmons,North Carolina,Democratic,58
1912,Weldon Brinton Heyburn,Idaho,Republican,60
1912,James P. Clarke,Arkansas,Democratic,58
1912,Francis G. Newlands,Nevada,Democratic,66
1912,William J. Stone,Missouri,Democratic,64
1912,Lee Slater Overman,North Carolina,Democratic,58
1912,Reed Smoot,Utah,Republican,50
1912,Winthrop Murray Crane,Massachusetts,Republican,59
1912,Isidor Rayner,Maryland,Democratic,62
1912,George S. Nixon,Nevada,Republican,52
1912,George Sutherland,Utah,Republican,50
1912,Frank B. Brandegee,Connecticut,Republican,48
1912,Robert M. La Follette,Wisconsin,Republican,57
1912,Robert Love Taylor,Tennessee,Democratic,62
1912,Joseph M. Dixon,Montana,Republican,45
1912,Thomas H. Paynter,Kentucky,Democratic,61
1912,Charles Curtis,Kansas,Republican,52
1912,Norris Brown,Nebraska,Republican,49
1912,Frank O. Briggs,New Jersey,Republican,61
1912,Harry A. Richardson,Delaware,Republican,59
1912,Simon Guggenheim,Colorado,Republican,45
1912,Jeff Davis,Arkansas,Democratic,50
1912,Jonathan Bourne Jr.,Oregon,Republican,57
1912,Joseph F. Johnston,Alabama,Democratic,69
1912,Isaac Stephenson,Wisconsin,Republican,83
1912,Frederick W. Mulkey,Oregon,Republican,38
1912,William Alden Smith,Michigan,Republican,53
1912,John H. Bankhead,Alabama,Democratic,70
1912,Thomas Gore,Oklahoma,Democratic,42
1912,Robert L. Owen,Oklahoma,Democratic,56
1912,William E. Borah,Idaho,Republican,47
1912,John Walter Smith,Maryland,Democratic,67
1912,Carroll S. Page,Vermont,Republican,69
1912,Albert B. Cummins,Iowa,Republican,62
1912,William Lorimer,Illinois,Republican,51
1912,William O. Bradley,Kentucky,Republican,65
1912,Theodore E. Burton,Ohio,Republican,61
1912,Elihu Root,New York,Republican,67
1912,Coe I. Crawford,South Dakota,Republican,54
1912,Joseph L. Bristow,Kansas,Republican,51
1912,Benjamin F. Shively,Indiana,Democratic,55
1912,George T. Oliver,Pennsylvania,Republican,64
1912,George E. Chamberlain,Oregon,Democratic,58
1912,Wesley L. Jones,Washington,Republican,49
1912,Duncan U. Fletcher,Florida,Democratic,53
1912,Ellison D. Smith,South Carolina,Democratic,48
1912,Le Roy Percy,Mississippi,Democratic,52
1912,John R. Thornton,Louisiana,Democratic,66
1912,Claude A. Swanson,Virginia,Democratic,50
1912,Obadiah Gardner,Maine,Democratic,60
1912,Clarence W. Watson,West Virginia,Democratic,48
1912,Miles Poindexter,Washington,Republican,44
1912,Charles F. Johnson,Maine,Democratic,53
1912,John D. Works,California,Republican,65
1912,James Aloysius O'Gorman,New York,Democratic,52
1912,John W. Kern,Indiana,Democratic,63
1912,William E. Chilton,West Virginia,Democratic,54
1912,Luke Lea,Tennessee,Democratic,33
1912,Nathan P. Bryan,Florida,Democratic,40
1912,Henry F. Lippitt,Rhode Island,Republican,56
1912,James Edgar Martine,New Jersey,Democratic,62
1912,M. Hoke Smith,Georgia,Democratic,57
1912,Asle Gronna,North Dakota,Republican,54
1912,William S. Kenyon,Iowa,Republican,43
1912,John Sharp Williams,Mississippi,Democratic,58
1912,Henry L. Myers,Montana,Democratic,50
1912,Charles E. Townsend,Michigan,Republican,56
1912,Gilbert Hitchcock,Nebraska,Democratic,53
1912,Atlee Pomerene,Ohio,Democratic,49
1912,James A. Reed,Missouri,Democratic,51
1912,George P. McLean,Connecticut,Republican,55
1912,Kirtland I. Perky,Idaho,Democratic,45
1912,William A. Massey,Nevada,Republican,56
1912,Newell Sanders,Tennessee,Republican,62
1912,Joseph M. Dixon,Montana,Progressive,45
1912,William P. Jackson,Maryland,Republican,44
1912,Thomas B. Catron,New Mexico,Republican,72
1912,Marcus A. Smith,Arizona,Democratic,61
1912,Albert B. Fall,New Mexico,Republican,51
1912,Henry F. Ashurst,Arizona,Democratic,38
1913,Shelby Moore Cullom,Illinois,Republican,84
1913,Jacob H. Gallinger,New Hampshire,Republican,76
1913,George C. Perkins,California,Republican,74
1913,Henry Cabot Lodge,Massachusetts,Republican,63
1913,Augustus O. Bacon,Georgia,Democratic,74
1913,Clarence D. Clark,Wyoming,Republican,62
1913,Benjamin Tillman,South Carolina,Democratic,66
1913,Thomas S. Martin,Virginia,Democratic,66
1913,Knute Nelson,Minnesota,Republican,70
1913,Boies Penrose,Pennsylvania,Republican,53
1913,Charles Allen Culberson,Texas,Democratic,58
1913,Porter J. McCumber,North Dakota,Republican,55
1913,William P. Dillingham,Vermont,Republican,70
1913,Henry E. Burnham,New Hampshire,Republican,69
1913,Murphy J. Foster,Louisiana,Democratic,64
1913,Robert J. Gamble,South Dakota,Republican,62
1913,Joseph W. Bailey,Texas,Democratic,51
1913,Moses E. Clapp,Minnesota,Republican,62
1913,Furnifold M. Simmons,North Carolina,Democratic,59
1913,James P. Clarke,Arkansas,Democratic,59
1913,Francis G. Newlands,Nevada,Democratic,67
1913,William J. Stone,Missouri,Democratic,65
1913,Lee Slater Overman,North Carolina,Democratic,59
1913,Reed Smoot,Utah,Republican,51
1913,Winthrop Murray Crane,Massachusetts,Republican,60
1913,George Sutherland,Utah,Republican,51
1913,Frank B. Brandegee,Connecticut,Republican,49
1913,Robert M. La Follette,Wisconsin,Republican,58
1913,Thomas H. Paynter,Kentucky,Democratic,62
1913,Charles Curtis,Kansas,Republican,53
1913,Norris Brown,Nebraska,Republican,50
1913,Frank O. Briggs,New Jersey,Republican,62
1913,Harry A. Richardson,Delaware,Republican,60
1913,Simon Guggenheim,Colorado,Republican,46
1913,Jeff Davis,Arkansas,Democratic,51
1913,Jonathan Bourne Jr.,Oregon,Republican,58
1913,Joseph F. Johnston,Alabama,Democratic,70
1913,Isaac Stephenson,Wisconsin,Republican,84
1913,Frederick W. Mulkey,Oregon,Republican,39
1913,William Alden Smith,Michigan,Republican,54
1913,John H. Bankhead,Alabama,Democratic,71
1913,Thomas Gore,Oklahoma,Democratic,43
1913,Robert L. Owen,Oklahoma,Democratic,57
1913,William E. Borah,Idaho,Republican,48
1913,John Walter Smith,Maryland,Democratic,68
1913,Carroll S. Page,Vermont,Republican,70
1913,Albert B. Cummins,Iowa,Republican,63
1913,William O. Bradley,Kentucky,Republican,66
1913,Theodore E. Burton,Ohio,Republican,62
1913,Elihu Root,New York,Republican,68
1913,Coe I. Crawford,South Dakota,Republican,55
1913,Joseph L. Bristow,Kansas,Republican,52
1913,Benjamin F. Shively,Indiana,Democratic,56
1913,George T. Oliver,Pennsylvania,Republican,65
1913,George E. Chamberlain,Oregon,Democratic,59
1913,Wesley L. Jones,Washington,Republican,50
1913,Duncan U. Fletcher,Florida,Democratic,54
1913,Ellison D. Smith,South Carolina,Democratic,49
1913,Le Roy Percy,Mississippi,Democratic,53
1913,John R. Thornton,Louisiana,Democratic,67
1913,Claude A. Swanson,Virginia,Democratic,51
1913,Obadiah Gardner,Maine,Democratic,61
1913,Clarence W. Watson,West Virginia,Democratic,49
1913,Miles Poindexter,Washington,Republican,45
1913,Charles F. Johnson,Maine,Democratic,54
1913,John D. Works,California,Republican,66
1913,James Aloysius O'Gorman,New York,Democratic,53
1913,John W. Kern,Indiana,Democratic,64
1913,William E. Chilton,West Virginia,Democratic,55
1913,Luke Lea,Tennessee,Democratic,34
1913,Nathan P. Bryan,Florida,Democratic,41
1913,Henry F. Lippitt,Rhode Island,Republican,57
1913,James Edgar Martine,New Jersey,Democratic,63
1913,M. Hoke Smith,Georgia,Democratic,58
1913,Asle Gronna,North Dakota,Republican,55
1913,William S. Kenyon,Iowa,Republican,44
1913,John Sharp Williams,Mississippi,Democratic,59
1913,Henry L. Myers,Montana,Democratic,51
1913,Charles E. Townsend,Michigan,Republican,57
1913,Gilbert Hitchcock,Nebraska,Democratic,54
1913,Atlee Pomerene,Ohio,Democratic,50
1913,James A. Reed,Missouri,Democratic,52
1913,George P. McLean,Connecticut,Republican,56
1913,Kirtland I. Perky,Idaho,Democratic,46
1913,William A. Massey,Nevada,Republican,57
1913,Newell Sanders,Tennessee,Republican,63
1913,Joseph M. Dixon,Montana,Progressive,46
1913,William P. Jackson,Maryland,Republican,45
1913,Thomas B. Catron,New Mexico,Republican,73
1913,Marcus A. Smith,Arizona,Democratic,62
1913,Albert B. Fall,New Mexico,Republican,52
1913,Henry F. Ashurst,Arizona,Democratic,39
1913,Rienzi M. Johnston,Texas,Democratic,64
1913,William M. Kavanaugh,Arkansas,Democratic,47
1913,Henry D. Clayton,Alabama,Democratic,56
1913,William R. Webb,Tennessee,Democratic,71
1913,John Netherland Heiskell,Arkansas,Democratic,41
1913,Miles Poindexter,Washington,Progressive,45
1913,Edwin C. Burleigh,Maine,Republican,70
1913,Harry Lane,Oregon,Democratic,58
1913,Ollie M. James,Kentucky,Democratic,42
1913,William Hughes,New Jersey,Democratic,41
1913,James H. Brady,Idaho,Republican,51
1913,John F. Shafroth,Colorado,Democratic,59
1913,John W. Weeks,Massachusetts,Republican,53
1913,Henry F. Hollis,New Hampshire,Democratic,44
1913,William Howard Thompson,Kansas,Democratic,42
1913,Willard Saulsbury Jr.,Delaware,Democratic,52
1913,James Vardaman,Mississippi,Democratic,52
1913,Nathan Goff Jr.,West Virginia,Republican,70
1913,J. Hamilton Lewis,Illinois,Democratic,50
1913,Lawrence Y. Sherman,Illinois,Republican,55
1913,Charles S. Thomas,Colorado,Democratic,64
1913,LeBaron B. Colt,Rhode Island,Republican,67
1913,John K. Shields,Tennessee,Democratic,55
1913,Thomas Sterling,South Dakota,Republican,62
1913,Joseph E. Ransdell,Louisiana,Democratic,55
1913,Thomas J. Walsh,Montana,Democratic,54
1913,George William Norris,Nebraska,Republican,52
1913,Joseph Taylor Robinson,Arkansas,Democratic,41
1913,Key Pittman,Nevada,Democratic,41
1913,Morris Sheppard,Texas,Democratic,38
1914,Jacob H. Gallinger,New Hampshire,Republican,77
1914,George C. Perkins,California,Republican,75
1914,Henry Cabot Lodge,Massachusetts,Republican,64
1914,Augustus O. Bacon,Georgia,Democratic,75
1914,Clarence D. Clark,Wyoming,Republican,63
1914,Benjamin Tillman,South Carolina,Democratic,67
1914,Thomas S. Martin,Virginia,Democratic,67
1914,Knute Nelson,Minnesota,Republican,71
1914,Boies Penrose,Pennsylvania,Republican,54
1914,Charles Allen Culberson,Texas,Democratic,59
1914,Porter J. McCumber,North Dakota,Republican,56
1914,William P. Dillingham,Vermont,Republican,71
1914,Moses E. Clapp,Minnesota,Republican,63
1914,Furnifold M. Simmons,North Carolina,Democratic,60
1914,James P. Clarke,Arkansas,Democratic,60
1914,Francis G. Newlands,Nevada,Democratic,68
1914,William J. Stone,Missouri,Democratic,66
1914,Lee Slater Overman,North Carolina,Democratic,60
1914,Reed Smoot,Utah,Republican,52
1914,George Sutherland,Utah,Republican,52
1914,Frank B. Brandegee,Connecticut,Republican,50
1914,Robert M. La Follette,Wisconsin,Republican,59
1914,Isaac Stephenson,Wisconsin,Republican,85
1914,Frederick W. Mulkey,Oregon,Republican,40
1914,William Alden Smith,Michigan,Republican,55
1914,John H. Bankhead,Alabama,Democratic,72
1914,Thomas Gore,Oklahoma,Democratic,44
1914,Robert L. Owen,Oklahoma,Democratic,58
1914,William E. Borah,Idaho,Republican,49
1914,John Walter Smith,Maryland,Democratic,69
1914,Carroll S. Page,Vermont,Republican,71
1914,Albert B. Cummins,Iowa,Republican,64
1914,William O. Bradley,Kentucky,Republican,67
1914,Theodore E. Burton,Ohio,Republican,63
1914,Elihu Root,New York,Republican,69
1914,Coe I. Crawford,South Dakota,Republican,56
1914,Joseph L. Bristow,Kansas,Republican,53
1914,Benjamin F. Shively,Indiana,Democratic,57
1914,George T. Oliver,Pennsylvania,Republican,66
1914,George E. Chamberlain,Oregon,Democratic,60
1914,Wesley L. Jones,Washington,Republican,51
1914,Duncan U. Fletcher,Florida,Democratic,55
1914,Ellison D. Smith,South Carolina,Democratic,50
1914,John R. Thornton,Louisiana,Democratic,68
1914,Claude A. Swanson,Virginia,Democratic,52
1914,Charles F. Johnson,Maine,Democratic,55
1914,John D. Works,California,Republican,67
1914,James Aloysius O'Gorman,New York,Democratic,54
1914,John W. Kern,Indiana,Democratic,65
1914,William E. Chilton,West Virginia,Democratic,56
1914,Luke Lea,Tennessee,Democratic,35
1914,Nathan P. Bryan,Florida,Democratic,42
1914,Henry F. Lippitt,Rhode Island,Republican,58
1914,James Edgar Martine,New Jersey,Democratic,64
1914,M. Hoke Smith,Georgia,Democratic,59
1914,Asle Gronna,North Dakota,Republican,56
1914,William S. Kenyon,Iowa,Republican,45
1914,John Sharp Williams,Mississippi,Democratic,60
1914,Henry L. Myers,Montana,Democratic,52
1914,Charles E. Townsend,Michigan,Republican,58
1914,Gilbert Hitchcock,Nebraska,Democratic,55
1914,Atlee Pomerene,Ohio,Democratic,51
1914,James A. Reed,Missouri,Democratic,53
1914,George P. McLean,Connecticut,Republican,57
1914,William P. Jackson,Maryland,Republican,46
1914,Thomas B. Catron,New Mexico,Republican,74
1914,Marcus A. Smith,Arizona,Democratic,63
1914,Albert B. Fall,New Mexico,Republican,53
1914,Henry F. Ashurst,Arizona,Democratic,40
1914,Miles Poindexter,Washington,Progressive,46
1914,Edwin C. Burleigh,Maine,Republican,71
1914,Harry Lane,Oregon,Democratic,59
1914,Ollie M. James,Kentucky,Democratic,43
1914,William Hughes,New Jersey,Democratic,42
1914,James H. Brady,Idaho,Republican,52
1914,John F. Shafroth,Colorado,Democratic,60
1914,John W. Weeks,Massachusetts,Republican,54
1914,Henry F. Hollis,New Hampshire,Democratic,45
1914,William Howard Thompson,Kansas,Democratic,43
1914,Willard Saulsbury Jr.,Delaware,Democratic,53
1914,James Vardaman,Mississippi,Democratic,53
1914,Nathan Goff Jr.,West Virginia,Republican,71
1914,J. Hamilton Lewis,Illinois,Democratic,51
1914,Lawrence Y. Sherman,Illinois,Republican,56
1914,Charles S. Thomas,Colorado,Democratic,65
1914,LeBaron B. Colt,Rhode Island,Republican,68
1914,John K. Shields,Tennessee,Democratic,56
1914,Thomas Sterling,South Dakota,Republican,63
1914,Joseph E. Ransdell,Louisiana,Democratic,56
1914,Thomas J. Walsh,Montana,Democratic,55
1914,George William Norris,Nebraska,Republican,53
1914,Joseph Taylor Robinson,Arkansas,Democratic,42
1914,Key Pittman,Nevada,Democratic,42
1914,Morris Sheppard,Texas,Democratic,39
1914,William S. West,Georgia,Democratic,65
1914,Francis S. White,Alabama,Democratic,67
1914,Johnson N. Camden Jr.,Kentucky,Democratic,49
1914,Blair Lee I,Maryland,Democratic,57
1914,Thomas W. Hardwick,Georgia,Democratic,42
1915,Jacob H. Gallinger,New Hampshire,Republican,78
1915,George C. Perkins,California,Republican,76
1915,Henry Cabot Lodge,Massachusetts,Republican,65
1915,Clarence D. Clark,Wyoming,Republican,64
1915,Benjamin Tillman,South Carolina,Democratic,68
1915,Thomas S. Martin,Virginia,Democratic,68
1915,Knute Nelson,Minnesota,Republican,72
1915,Boies Penrose,Pennsylvania,Republican,55
1915,Charles Allen Culberson,Texas,Democratic,60
1915,Porter J. McCumber,North Dakota,Republican,57
1915,William P. Dillingham,Vermont,Republican,72
1915,Moses E. Clapp,Minnesota,Republican,64
1915,Furnifold M. Simmons,North Carolina,Democratic,61
1915,James P. Clarke,Arkansas,Democratic,61
1915,Francis G. Newlands,Nevada,Democratic,69
1915,William J. Stone,Missouri,Democratic,67
1915,Lee Slater Overman,North Carolina,Democratic,61
1915,Reed Smoot,Utah,Republican,53
1915,George Sutherland,Utah,Republican,53
1915,Frank B. Brandegee,Connecticut,Republican,51
1915,Robert M. La Follette,Wisconsin,Republican,60
1915,Isaac Stephenson,Wisconsin,Republican,86
1915,Frederick W. Mulkey,Oregon,Republican,41
1915,William Alden Smith,Michigan,Republican,56
1915,John H. Bankhead,Alabama,Democratic,73
1915,Thomas Gore,Oklahoma,Democratic,45
1915,Robert L. Owen,Oklahoma,Democratic,59
1915,William E. Borah,Idaho,Republican,50
1915,John Walter Smith,Maryland,Democratic,70
1915,Carroll S. Page,Vermont,Republican,72
1915,Albert B. Cummins,Iowa,Republican,65
1915,Theodore E. Burton,Ohio,Republican,64
1915,Elihu Root,New York,Republican,70
1915,Coe I. Crawford,South Dakota,Republican,57
1915,Joseph L. Bristow,Kansas,Republican,54
1915,Benjamin F. Shively,Indiana,Democratic,58
1915,George T. Oliver,Pennsylvania,Republican,67
1915,George E. Chamberlain,Oregon,Democratic,61
1915,Wesley L. Jones,Washington,Republican,52
1915,Duncan U. Fletcher,Florida,Democratic,56
1915,Ellison D. Smith,South Carolina,Democratic,51
1915,John R. Thornton,Louisiana,Democratic,69
1915,Claude A. Swanson,Virginia,Democratic,53
1915,Charles F. Johnson,Maine,Democratic,56
1915,John D. Works,California,Republican,68
1915,James Aloysius O'Gorman,New York,Democratic,55
1915,John W. Kern,Indiana,Democratic,66
1915,William E. Chilton,West Virginia,Democratic,57
1915,Luke Lea,Tennessee,Democratic,36
1915,Nathan P. Bryan,Florida,Democratic,43
1915,Henry F. Lippitt,Rhode Island,Republican,59
1915,James Edgar Martine,New Jersey,Democratic,65
1915,M. Hoke Smith,Georgia,Democratic,60
1915,Asle Gronna,North Dakota,Republican,57
1915,William S. Kenyon,Iowa,Republican,46
1915,John Sharp Williams,Mississippi,Democratic,61
1915,Henry L. Myers,Montana,Democratic,53
1915,Charles E. Townsend,Michigan,Republican,59
1915,Gilbert Hitchcock,Nebraska,Democratic,56
1915,Atlee Pomerene,Ohio,Democratic,52
1915,James A. Reed,Missouri,Democratic,54
1915,George P. McLean,Connecticut,Republican,58
1915,Thomas B. Catron,New Mexico,Republican,75
1915,Marcus A. Smith,Arizona,Democratic,64
1915,Albert B. Fall,New Mexico,Republican,54
1915,Henry F. Ashurst,Arizona,Democratic,41
1915,Miles Poindexter,Washington,Progressive,47
1915,Edwin C. Burleigh,Maine,Republican,72
1915,Harry Lane,Oregon,Democratic,60
1915,Ollie M. James,Kentucky,Democratic,44
1915,William Hughes,New Jersey,Democratic,43
1915,James H. Brady,Idaho,Republican,53
1915,John F. Shafroth,Colorado,Democratic,61
1915,John W. Weeks,Massachusetts,Republican,55
1915,Henry F. Hollis,New Hampshire,Democratic,46
1915,William Howard Thompson,Kansas,Democratic,44
1915,Willard Saulsbury Jr.,Delaware,Democratic,54
